YEAR,Region,Month,Precipitation
1929,Southeast,SEP,3.59938
1929,Southeast,OCT,2.86875
1929,Southeast,NOV,3.36813
1929,Southeast,DEC,4.70688
1929,Western,JAN,3.115
1929,Western,FEB,3.475
1929,Western,MAR,3.8675
1929,Western,APR,7.775
1929,Western,MAY,3.6075
1929,Western,JUN,2.515
1929,Western,JUL,0.9575
1929,Western,AUG,1.81
1929,Western,SEP,3.4325
1929,Western,OCT,3.6675
1929,Western,NOV,2.8525
1929,Western,DEC,3.23
1930,Cape Cod and Islands,JAN,4.2
1930,Cape Cod and Islands,FEB,3.15
1930,Cape Cod and Islands,MAR,1.99
1930,Cape Cod and Islands,APR,0.625
1930,Cape Cod and Islands,MAY,2.225
1930,Cape Cod and Islands,JUN,2.06
1930,Cape Cod and Islands,JUL,2.19
1930,Cape Cod and Islands,AUG,2.89
1930,Cape Cod and Islands,SEP,0.2
1930,Cape Cod and Islands,OCT,4.31
1930,Cape Cod and Islands,NOV,5.74
1930,Cape Cod and Islands,DEC,4.18
1930,Central,JAN,2.16571
1930,Central,FEB,1.97929
1930,Central,MAR,3.27786
1930,Central,APR,1.55929
1930,Central,MAY,2.82071
1930,Central,JUN,3.18429
1930,Central,JUL,4.56923
1930,Central,AUG,1.59071
1930,Central,SEP,2.15786
1930,Central,OCT,2.65929
1930,Central,NOV,3.15571
1930,Central,DEC,1.85786
1930,Connecticut River,JAN,2.16706
1930,Connecticut River,FEB,1.60765
1930,Connecticut River,MAR,3.95235
1930,Connecticut River,APR,1.73824
1930,Connecticut River,MAY,4.24294
1930,Connecticut River,JUN,5.05444
1930,Connecticut River,JUL,4.45722
1930,Connecticut River,AUG,2.28222
1930,Connecticut River,SEP,2.04389
1930,Connecticut River,OCT,2.14222
1930,Connecticut River,NOV,3.82889
1930,Connecticut River,DEC,1.53111
1930,Northeast,JAN,2.54833
1930,Northeast,FEB,2.21667
1930,Northeast,MAR,3.47042
1930,Northeast,APR,1.82958
1930,Northeast,MAY,3.2325
1930,Northeast,JUN,2.1275
1930,Northeast,JUL,4.39375
1930,Northeast,AUG,2.43208
1930,Northeast,SEP,0.87333
1930,Northeast,OCT,4.73208
1930,Northeast,NOV,4.36083
1930,Northeast,DEC,2.49792
1930,Southeast,JAN,3.29294
1930,Southeast,FEB,3.18059
1930,Southeast,MAR,2.87059
1930,Southeast,APR,1.66529
1930,Southeast,MAY,2.79353
1930,Southeast,JUN,2.56118
1930,Southeast,JUL,2.91118
1930,Southeast,AUG,2.49059
1930,Southeast,SEP,0.40059
1930,Southeast,OCT,4.35118
1930,Southeast,NOV,4.14235
1930,Southeast,DEC,2.96278
1930,Western,JAN,2.055
1930,Western,FEB,2.0275
1930,Western,MAR,3.3275
1930,Western,APR,2.19
1930,Western,MAY,3.62
1930,Western,JUN,5.035
1930,Western,JUL,4.1425
1930,Western,AUG,3.13
1930,Western,SEP,1.695
1930,Western,OCT,1.8725
1930,Western,NOV,3.765
1930,Western,DEC,1.685
1931,Cape Cod and Islands,JAN,4.4
1931,Cape Cod and Islands,FEB,3.88
1931,Cape Cod and Islands,MAR,8.14
1931,Cape Cod and Islands,APR,3.885
1931,Cape Cod and Islands,MAY,7.36
1931,Cape Cod and Islands,JUN,6.41
1931,Cape Cod and Islands,JUL,6.545
1931,Cape Cod and Islands,AUG,3.975
1931,Cape Cod and Islands,SEP,1.88
1931,Cape Cod and Islands,OCT,5.995
1931,Cape Cod and Islands,NOV,0.83
1931,Cape Cod and Islands,DEC,3.585
1931,Central,JAN,2.642
1931,Central,FEB,2.23073
1931,Central,MAR,4.52733
1931,Central,APR,2.83563
1931,Central,MAY,4.84688
1931,Central,JUN,5.28063
1931,Central,JUL,2.60688
1931,Central,AUG,6.688
1931,Central,SEP,2.08
1931,Central,OCT,2.8375
1931,Central,NOV,1.33125
1931,Central,DEC,3.41063
1931,Connecticut River,JAN,3.06167
1931,Connecticut River,FEB,1.99333
1931,Connecticut River,MAR,4.17333
1931,Connecticut River,APR,2.67889
1931,Connecticut River,MAY,7.17333
1931,Connecticut River,JUN,5.04737
1931,Connecticut River,JUL,3.84895
1931,Connecticut River,AUG,4.37842
1931,Connecticut River,SEP,2.07579
1931,Connecticut River,OCT,2.60579
1931,Connecticut River,NOV,1.49368
1931,Connecticut River,DEC,3.56316
1931,Northeast,JAN,3.58667
1931,Northeast,FEB,2.985
1931,Northeast,MAR,5.0875
1931,Northeast,APR,3.07208
1931,Northeast,MAY,4.08833
1931,Northeast,JUN,7.35708
1931,Northeast,JUL,2.56542
1931,Northeast,AUG,4.79167
1931,Northeast,SEP,1.82958
1931,Northeast,OCT,2.61
1931,Northeast,NOV,1.17125
1931,Northeast,DEC,3.62667
1931,Southeast,JAN,3.29722
1931,Southeast,FEB,2.70333
1931,Southeast,MAR,6.17167
1931,Southeast,APR,3.13556
1931,Southeast,MAY,5.03833
1931,Southeast,JUN,7.23167
1931,Southeast,JUL,3.66111
1931,Southeast,AUG,5.60833
1931,Southeast,SEP,1.72167
1931,Southeast,OCT,3.49167
1931,Southeast,NOV,0.84111
1931,Southeast,DEC,3.27667
1931,Western,JAN,2.2375
1931,Western,FEB,1.865
1931,Western,MAR,3.4075
1931,Western,APR,2.4525
1931,Western,MAY,7.025
1931,Western,JUN,4.62
1931,Western,JUL,5.3425
1931,Western,AUG,3.5575
1931,Western,SEP,2.43
1931,Western,OCT,2.615
1931,Western,NOV,1.75
1931,Western,DEC,3.53
1932,Cape Cod and Islands,JAN,5.93333
1932,Cape Cod and Islands,FEB,2.24667
1932,Cape Cod and Islands,MAR,4.90333
1932,Cape Cod and Islands,APR,1.31333
1932,Cape Cod and Islands,MAY,2.12667
1932,Cape Cod and Islands,JUN,4.63
1932,Cape Cod and Islands,JUL,3.12
1932,Cape Cod and Islands,AUG,3.35667
1932,Cape Cod and Islands,SEP,5.18667
1932,Cape Cod and Islands,OCT,5.88333
1932,Cape Cod and Islands,NOV,4.21
1932,Cape Cod and Islands,DEC,2.88333
1932,Central,JAN,4.7825
1932,Central,FEB,2.23875
1932,Central,MAR,4.75125
1932,Central,APR,1.9075
1932,Central,MAY,2.0975
1932,Central,JUN,2.16063
1932,Central,JUL,3.65625
1932,Central,AUG,4.52375
1932,Central,SEP,6.30875
1932,Central,OCT,5.75313
1932,Central,NOV,4.51563
1932,Central,DEC,1.87125
1932,Connecticut River,JAN,4.63789
1932,Connecticut River,FEB,2.35842
1932,Connecticut River,MAR,4.08105
1932,Connecticut River,APR,2.28
1932,Connecticut River,MAY,1.85421
1932,Connecticut River,JUN,3.27278
1932,Connecticut River,JUL,4.12278
1932,Connecticut River,AUG,3.91947
1932,Connecticut River,SEP,3.39842
1932,Connecticut River,OCT,5.62632
1932,Connecticut River,NOV,6.69263
1932,Connecticut River,DEC,1.82474
1932,Northeast,JAN,4.9
1932,Northeast,FEB,2.16458
1932,Northeast,MAR,5.08792
1932,Northeast,APR,1.82583
1932,Northeast,MAY,1.30625
1932,Northeast,JUN,2.15208
1932,Northeast,JUL,2.59333
1932,Northeast,AUG,4.89792
1932,Northeast,SEP,6.86
1932,Northeast,OCT,7.165
1932,Northeast,NOV,4.97542
1932,Northeast,DEC,1.6675
1932,Southeast,JAN,5.81
1932,Southeast,FEB,2.26278
1932,Southeast,MAR,5.54167
1932,Southeast,APR,1.56833
1932,Southeast,MAY,2.07889
1932,Southeast,JUN,2.67833
1932,Southeast,JUL,2.34111
1932,Southeast,AUG,5.37444
1932,Southeast,SEP,6.56
1932,Southeast,OCT,5.48722
1932,Southeast,NOV,6.04667
1932,Southeast,DEC,1.96889
1932,Western,JAN,5.3925
1932,Western,FEB,2.2775
1932,Western,MAR,4.445
1932,Western,APR,2.185
1932,Western,MAY,2.2375
1932,Western,JUN,3.345
1932,Western,JUL,5.01
1932,Western,AUG,4.71
1932,Western,SEP,2.6325
1932,Western,OCT,4.9925
1932,Western,NOV,6.5
1932,Western,DEC,1.595
1933,Cape Cod and Islands,JAN,4.63667
1933,Cape Cod and Islands,FEB,3.35667
1933,Cape Cod and Islands,MAR,6.09333
1933,Cape Cod and Islands,APR,4.86
1933,Cape Cod and Islands,MAY,2.25667
1933,Cape Cod and Islands,JUN,2.76667
1933,Cape Cod and Islands,JUL,3.11333
1933,Cape Cod and Islands,AUG,6.48
1933,Cape Cod and Islands,SEP,12.6633
1933,Cape Cod and Islands,OCT,6.27
1933,Cape Cod and Islands,NOV,2.77333
1933,Cape Cod and Islands,DEC,3.33
1933,Central,JAN,2.3475
1933,Central,FEB,3.80875
1933,Central,MAR,5.29063
1933,Central,APR,5.72063
1933,Central,MAY,2.40188
1933,Central,JUN,2.37438
1933,Central,JUL,2.66313
1933,Central,AUG,5.24875
1933,Central,SEP,9.3
1933,Central,OCT,4.15188
1933,Central,NOV,1.42188
1933,Central,DEC,3.39125
1933,Connecticut River,JAN,2.31474
1933,Connecticut River,FEB,3.43632
1933,Connecticut River,MAR,5.27684
1933,Connecticut River,APR,5.20895
1933,Connecticut River,MAY,2.17947
1933,Connecticut River,JUN,2.67316
1933,Connecticut River,JUL,2.43737
1933,Connecticut River,AUG,7.20222
1933,Connecticut River,SEP,8.55278
1933,Connecticut River,OCT,3.40105
1933,Connecticut River,NOV,1.10368
1933,Connecticut River,DEC,3.44105
1933,Northeast,JAN,2.51667
1933,Northeast,FEB,3.76667
1933,Northeast,MAR,6.75625
1933,Northeast,APR,6.75333
1933,Northeast,MAY,2.58783
1933,Northeast,JUN,1.60333
1933,Northeast,JUL,2.69875
1933,Northeast,AUG,3.35917
1933,Northeast,SEP,10.3008
1933,Northeast,OCT,3.99083
1933,Northeast,NOV,1.07833
1933,Northeast,DEC,3.526
1933,Southeast,JAN,2.44111
1933,Southeast,FEB,3.745
1933,Southeast,MAR,6.35611
1933,Southeast,APR,7.01833
1933,Southeast,MAY,2.22167
1933,Southeast,JUN,1.98611
1933,Southeast,JUL,2.73333
1933,Southeast,AUG,3.23722
1933,Southeast,SEP,11.3394
1933,Southeast,OCT,3.66222
1933,Southeast,NOV,1.89
1933,Southeast,DEC,3.87167
1933,Western,JAN,2.26
1933,Western,FEB,3.125
1933,Western,MAR,5.0325
1933,Western,APR,4.6175
1933,Western,MAY,2.815
1933,Western,JUN,2.595
1933,Western,JUL,3.9825
1933,Western,AUG,9.065
1933,Western,SEP,9.005
1933,Western,OCT,2.9975
1933,Western,NOV,1.8625
1933,Western,DEC,3.745
1934,Cape Cod and Islands,JAN,2.84
1934,Cape Cod and Islands,FEB,3.56667
1934,Cape Cod and Islands,MAR,2.89667
1934,Cape Cod and Islands,APR,3.47333
1934,Cape Cod and Islands,MAY,1.39667
1934,Cape Cod and Islands,JUN,2.92
1934,Cape Cod and Islands,JUL,1.09
1934,Cape Cod and Islands,AUG,1.81333
1934,Cape Cod and Islands,SEP,2.88
1934,Cape Cod and Islands,OCT,4.78667
1934,Cape Cod and Islands,NOV,2.46333
1934,Cape Cod and Islands,DEC,3.48333
1934,Central,JAN,3.5525
1934,Central,FEB,3.14188
1934,Central,MAR,3.32375
1934,Central,APR,4.035
1934,Central,MAY,3.99438
1934,Central,JUN,5.33063
1934,Central,JUL,3.11188
1934,Central,AUG,2.70063
1934,Central,SEP,9.03313
1934,Central,OCT,2.76375
1934,Central,NOV,2.9675
1934,Central,DEC,3.615
1934,Connecticut River,JAN,3.57105
1934,Connecticut River,FEB,2.58368
1934,Connecticut River,MAR,3.47263
1934,Connecticut River,APR,4.27316
1934,Connecticut River,MAY,4.15368
1934,Connecticut River,JUN,5.76158
1934,Connecticut River,JUL,2.88842
1934,Connecticut River,AUG,3.99474
1934,Connecticut River,SEP,10.0032
1934,Connecticut River,OCT,2.58842
1934,Connecticut River,NOV,3.76789
1934,Connecticut River,DEC,3.13947
1934,Northeast,JAN,3.3656
1934,Northeast,FEB,3.6024
1934,Northeast,MAR,4.4688
1934,Northeast,APR,3.4024
1934,Northeast,MAY,2.7196
1934,Northeast,JUN,4.0984
1934,Northeast,JUL,1.7192
1934,Northeast,AUG,1.7988
1934,Northeast,SEP,7.2108
1934,Northeast,OCT,3.3892
1934,Northeast,NOV,2.6048
1934,Northeast,DEC,2.6272
1934,Southeast,JAN,3.77056
1934,Southeast,FEB,3.59333
1934,Southeast,MAR,4.27
1934,Southeast,APR,3.87722
1934,Southeast,MAY,2.72556
1934,Southeast,JUN,3.94056
1934,Southeast,JUL,1.535
1934,Southeast,AUG,2.44556
1934,Southeast,SEP,3.82389
1934,Southeast,OCT,3.85556
1934,Southeast,NOV,3.16389
1934,Southeast,DEC,3.34833
1934,Western,JAN,2.9025
1934,Western,FEB,2.6825
1934,Western,MAR,3.035
1934,Western,APR,4.355
1934,Western,MAY,5.1475
1934,Western,JUN,6.365
1934,Western,JUL,3.655
1934,Western,AUG,3.625
1934,Western,SEP,9.195
1934,Western,OCT,2.75
1934,Western,NOV,4.7275
1934,Western,DEC,2.6275
1935,Cape Cod and Islands,JAN,4.02
1935,Cape Cod and Islands,FEB,2.11
1935,Cape Cod and Islands,MAR,2.02667
1935,Cape Cod and Islands,APR,3.28
1935,Cape Cod and Islands,MAY,1.77333
1935,Cape Cod and Islands,JUN,5.53
1935,Cape Cod and Islands,JUL,4.86
1935,Cape Cod and Islands,AUG,1.845
1935,Cape Cod and Islands,SEP,5.965
1935,Cape Cod and Islands,OCT,2.36
1935,Cape Cod and Islands,NOV,5.14
1935,Cape Cod and Islands,DEC,1.195
1935,Central,JAN,5.24063
1935,Central,FEB,3.005
1935,Central,MAR,1.98125
1935,Central,APR,3.25375
1935,Central,MAY,2.59938
1935,Central,JUN,5.96313
1935,Central,JUL,3.11938
1935,Central,AUG,1.45188
1935,Central,SEP,4.3475
1935,Central,OCT,0.83875
1935,Central,NOV,4.11
1935,Central,DEC,1.0325
1935,Connecticut River,JAN,4.83263
1935,Connecticut River,FEB,2.60895
1935,Connecticut River,MAR,1.73474
1935,Connecticut River,APR,2.28158
1935,Connecticut River,MAY,2.57
1935,Connecticut River,JUN,5.37632
1935,Connecticut River,JUL,3.74474
1935,Connecticut River,AUG,0.81
1935,Connecticut River,SEP,4.69684
1935,Connecticut River,OCT,0.99316
1935,Connecticut River,NOV,4.35053
1935,Connecticut River,DEC,1.10895
1935,Northeast,JAN,6.6616
1935,Northeast,FEB,3.1728
1935,Northeast,MAR,1.6072
1935,Northeast,APR,4.844
1935,Northeast,MAY,1.546
1935,Northeast,JUN,6.228
1935,Northeast,JUL,2.2352
1935,Northeast,AUG,2.02654
1935,Northeast,SEP,3.96192
1935,Northeast,OCT,0.59308
1935,Northeast,NOV,5.03923
1935,Northeast,DEC,1.18577
1935,Southeast,JAN,6.05389
1935,Southeast,FEB,2.89833
1935,Southeast,MAR,1.84278
1935,Southeast,APR,5.4
1935,Southeast,MAY,2.09167
1935,Southeast,JUN,5.15579
1935,Southeast,JUL,3.22474
1935,Southeast,AUG,2.38789
1935,Southeast,SEP,3.94632
1935,Southeast,OCT,1.34211
1935,Southeast,NOV,6.24211
1935,Southeast,DEC,1.36211
1935,Western,JAN,4.725
1935,Western,FEB,2.47
1935,Western,MAR,1.9725
1935,Western,APR,2.6825
1935,Western,MAY,2.41
1935,Western,JUN,5.305
1935,Western,JUL,4.905
1935,Western,AUG,1.035
1935,Western,SEP,3.6975
1935,Western,OCT,1.66
1935,Western,NOV,5.255
1935,Western,DEC,1.315
1936,Cape Cod and Islands,JAN,5.26
1936,Cape Cod and Islands,FEB,2.36
1936,Cape Cod and Islands,MAR,5.525
1936,Cape Cod and Islands,APR,2.23
1936,Cape Cod and Islands,MAY,1.665
1936,Cape Cod and Islands,JUN,4.17
1936,Cape Cod and Islands,JUL,1.805
1936,Cape Cod and Islands,AUG,4.76
1936,Cape Cod and Islands,SEP,7.71333
1936,Cape Cod and Islands,OCT,3.82667
1936,Cape Cod and Islands,NOV,2.23
1936,Cape Cod and Islands,DEC,8.27667
1936,Central,JAN,6.86813
1936,Central,FEB,3.05688
1936,Central,MAR,10.1273
1936,Central,APR,3.67
1936,Central,MAY,3.00563
1936,Central,JUN,2.9325
1936,Central,JUL,2.485
1936,Central,AUG,5.775
1936,Central,SEP,4.67188
1936,Central,OCT,3.2025
1936,Central,NOV,1.7075
1936,Central,DEC,7.39813
1936,Connecticut River,JAN,5.87474
1936,Connecticut River,FEB,2.58632
1936,Connecticut River,MAR,8.80474
1936,Connecticut River,APR,4.07789
1936,Connecticut River,MAY,2.55263
1936,Connecticut River,JUN,2.97842
1936,Connecticut River,JUL,2.08263
1936,Connecticut River,AUG,5.15
1936,Connecticut River,SEP,3.93737
1936,Connecticut River,OCT,3.40632
1936,Connecticut River,NOV,1.94053
1936,Connecticut River,DEC,6.25474
1936,Northeast,JAN,7.29462
1936,Northeast,FEB,3.16038
1936,Northeast,MAR,7.39654
1936,Northeast,APR,3.39538
1936,Northeast,MAY,2.21538
1936,Northeast,JUN,2.77769
1936,Northeast,JUL,2.39385
1936,Northeast,AUG,4.68115
1936,Northeast,SEP,4.44154
1936,Northeast,OCT,2.37846
1936,Northeast,NOV,1.37192
1936,Northeast,DEC,8.335
1936,Southeast,JAN,7.33789
1936,Southeast,FEB,2.86474
1936,Southeast,MAR,7.24
1936,Southeast,APR,3.59632
1936,Southeast,MAY,1.72737
1936,Southeast,JUN,3.45105
1936,Southeast,JUL,2.04632
1936,Southeast,AUG,5.30316
1936,Southeast,SEP,7.44421
1936,Southeast,OCT,2.24947
1936,Southeast,NOV,1.42053
1936,Southeast,DEC,9.67684
1936,Western,JAN,4.8425
1936,Western,FEB,2.43
1936,Western,MAR,8.3225
1936,Western,APR,4.565
1936,Western,MAY,3.295
1936,Western,JUN,1.9875
1936,Western,JUL,2.4375
1936,Western,AUG,5.78
1936,Western,SEP,4.25
1936,Western,OCT,2.835
1936,Western,NOV,2.07
1936,Western,DEC,5.0175
1937,Cape Cod and Islands,JAN,3.97667
1937,Cape Cod and Islands,FEB,1.73667
1937,Cape Cod and Islands,MAR,3.68333
1937,Cape Cod and Islands,APR,5.16
1937,Cape Cod and Islands,MAY,2.92667
1937,Cape Cod and Islands,JUN,3.52333
1937,Cape Cod and Islands,JUL,0.91333
1937,Cape Cod and Islands,AUG,5.84667
1937,Cape Cod and Islands,SEP,5.80333
1937,Cape Cod and Islands,OCT,4.88
1937,Cape Cod and Islands,NOV,4.35333
1937,Cape Cod and Islands,DEC,3.38
1937,Central,JAN,5.20688
1937,Central,FEB,2.07875
1937,Central,MAR,3.24188
1937,Central,APR,4.41813
1937,Central,MAY,4.07125
1937,Central,JUN,5.34
1937,Central,JUL,3.11625
1937,Central,AUG,5.20875
1937,Central,SEP,4.14375
1937,Central,OCT,4.14813
1937,Central,NOV,6.92313
1937,Central,DEC,2.74813
1937,Connecticut River,JAN,5.38632
1937,Connecticut River,FEB,2.82263
1937,Connecticut River,MAR,3.62947
1937,Connecticut River,APR,4.14
1937,Connecticut River,MAY,6.03632
1937,Connecticut River,JUN,5.75105
1937,Connecticut River,JUL,2.99368
1937,Connecticut River,AUG,4.9175
1937,Connecticut River,SEP,4.676
1937,Connecticut River,OCT,5.2725
1937,Connecticut River,NOV,5.98421
1937,Connecticut River,DEC,2.8075
1937,Northeast,JAN,4.52821
1937,Northeast,FEB,1.75464
1937,Northeast,MAR,3.57929
1937,Northeast,APR,5.04893
1937,Northeast,MAY,3.17
1937,Northeast,JUN,3.84786
1937,Northeast,JUL,1.11321
1937,Northeast,AUG,4.36179
1937,Northeast,SEP,3.83071
1937,Northeast,OCT,4.155
1937,Northeast,NOV,5.52857
1937,Northeast,DEC,4.31071
1937,Southeast,JAN,4.62105
1937,Southeast,FEB,1.58684
1937,Southeast,MAR,3.78421
1937,Southeast,APR,5.11158
1937,Southeast,MAY,2.73105
1937,Southeast,JUN,3.76316
1937,Southeast,JUL,1.05895
1937,Southeast,AUG,5.54278
1937,Southeast,SEP,4.43389
1937,Southeast,OCT,4.03368
1937,Southeast,NOV,5.59895
1937,Southeast,DEC,4.04895
1937,Western,JAN,5.6075
1937,Western,FEB,2.7325
1937,Western,MAR,3.765
1937,Western,APR,3.6025
1937,Western,MAY,5.38
1937,Western,JUN,6.37
1937,Western,JUL,2.2975
1937,Western,AUG,5.495
1937,Western,SEP,5.605
1937,Western,OCT,5.99
1937,Western,NOV,4.0075
1937,Western,DEC,2.93
1938,Cape Cod and Islands,JAN,3.44667
1938,Cape Cod and Islands,FEB,2.38333
1938,Cape Cod and Islands,MAR,3.22
1938,Cape Cod and Islands,APR,3.88333
1938,Cape Cod and Islands,MAY,3.94667
1938,Cape Cod and Islands,JUN,5.82333
1938,Cape Cod and Islands,JUL,4.64667
1938,Cape Cod and Islands,AUG,3.13
1938,Cape Cod and Islands,SEP,7.12333
1938,Cape Cod and Islands,OCT,4.7
1938,Cape Cod and Islands,NOV,4.06333
1938,Cape Cod and Islands,DEC,4.14
1938,Central,JAN,4.455
1938,Central,FEB,2.2
1938,Central,MAR,2.395
1938,Central,APR,2.85938
1938,Central,MAY,3.73688
1938,Central,JUN,7.94375
1938,Central,JUL,9.21313
1938,Central,AUG,3.65375
1938,Central,SEP,14.2575
1938,Central,OCT,2.055
1938,Central,NOV,3.37063
1938,Central,DEC,3.26875
1938,Connecticut River,JAN,5.07684
1938,Connecticut River,FEB,2.02368
1938,Connecticut River,MAR,2.24632
1938,Connecticut River,APR,2.87316
1938,Connecticut River,MAY,3.995
1938,Connecticut River,JUN,7.7675
1938,Connecticut River,JUL,8.1425
1938,Connecticut River,AUG,3.142
1938,Connecticut River,SEP,13.075
1938,Connecticut River,OCT,2.4415
1938,Connecticut River,NOV,3.02474
1938,Connecticut River,DEC,3.61158
1938,Northeast,JAN,4.03714
1938,Northeast,FEB,2.30857
1938,Northeast,MAR,2.37429
1938,Northeast,APR,3.08
1938,Northeast,MAY,3.97536
1938,Northeast,JUN,6.73321
1938,Northeast,JUL,11.1029
1938,Northeast,AUG,3.11679
1938,Northeast,SEP,8.05593
1938,Northeast,OCT,2.36643
1938,Northeast,NOV,2.77429
1938,Northeast,DEC,3.15357
1938,Southeast,JAN,4.15053
1938,Southeast,FEB,2.57842
1938,Southeast,MAR,2.68263
1938,Southeast,APR,2.81684
1938,Southeast,MAY,4.13579
1938,Southeast,JUN,8.83421
1938,Southeast,JUL,7.45105
1938,Southeast,AUG,2.71211
1938,Southeast,SEP,6.51105
1938,Southeast,OCT,3.18842
1938,Southeast,NOV,3.42211
1938,Southeast,DEC,3.32789
1938,Western,JAN,3.4825
1938,Western,FEB,1.8075
1938,Western,MAR,2.4225
1938,Western,APR,2.6725
1938,Western,MAY,3.665
1938,Western,JUN,7.7475
1938,Western,JUL,9.34667
1938,Western,AUG,4.365
1938,Western,SEP,12.29
1938,Western,OCT,1.96
1938,Western,NOV,3.15
1938,Western,DEC,3.215
1939,Cape Cod and Islands,JAN,4.2
1939,Cape Cod and Islands,FEB,5.21
1939,Cape Cod and Islands,MAR,7.55667
1939,Cape Cod and Islands,APR,4.44667
1939,Cape Cod and Islands,MAY,1.37
1939,Cape Cod and Islands,JUN,3.67667
1939,Cape Cod and Islands,JUL,1.11667
1939,Cape Cod and Islands,AUG,4.87
1939,Cape Cod and Islands,SEP,2.43333
1939,Cape Cod and Islands,OCT,3.865
1939,Cape Cod and Islands,NOV,2.42667
1939,Cape Cod and Islands,DEC,2.11
1939,Central,JAN,2.57
1939,Central,FEB,3.85625
1939,Central,MAR,3.78438
1939,Central,APR,4.14188
1939,Central,MAY,1.505
1939,Central,JUN,2.9575
1939,Central,JUL,1.63824
1939,Central,AUG,4.57625
1939,Central,SEP,2.30588
1939,Central,OCT,4.34824
1939,Central,NOV,0.91765
1939,Central,DEC,3.39588
1939,Connecticut River,JAN,2.65211
1939,Connecticut River,FEB,3.72579
1939,Connecticut River,MAR,3.92053
1939,Connecticut River,APR,4.66105
1939,Connecticut River,MAY,1.413
1939,Connecticut River,JUN,3.557
1939,Connecticut River,JUL,2.24238
1939,Connecticut River,AUG,4.6219
1939,Connecticut River,SEP,3.08333
1939,Connecticut River,OCT,4.41238
1939,Connecticut River,NOV,1.12762
1939,Connecticut River,DEC,3.16619
1939,Northeast,JAN,2.13
1939,Northeast,FEB,3.62429
1939,Northeast,MAR,4.64536
1939,Northeast,APR,4.58214
1939,Northeast,MAY,2.00464
1939,Northeast,JUN,2.89357
1939,Northeast,JUL,1.1525
1939,Northeast,AUG,2.97857
1939,Northeast,SEP,1.8875
1939,Northeast,OCT,4.69929
1939,Northeast,NOV,1.1125
1939,Northeast,DEC,2.97857
1939,Southeast,JAN,3.08053
